,game_date,status,away_name,home_name,home_probable_pitcher,away_probable_pitcher,away_score,home_score,venue_id
1262,2024-06-22,Final,San Francisco Giants,St. Louis Cardinals,Miles Mikolas,Jordan Hicks,4,9,2889
1263,2024-06-22,Final,New York Mets,Chicago Cubs,Jameson Taillon,Tylor Megill,1,8,17
1264,2024-06-22,Final,Tampa Bay Rays,Pittsburgh Pirates,Jared Jones,Zach Eflin,3,4,31
1265,2024-06-22,Final,Kansas City Royals,Texas Rangers,Jon Gray,Michael Wacha,0,6,5325
1266,2024-06-22,Final,Arizona Diamondbacks,Philadelphia Phillies,Zack Wheeler,Tommy Henry,1,12,2681
1267,2024-06-22,Final,Minnesota Twins,Oakland Athletics,JP Sears,Bailey Ober,10,2,10
1268,2024-06-22,Final,Boston Red Sox,Cincinnati Reds,Frankie Montas,Nick Pivetta,4,3,2602
1269,2024-06-22,Final,Baltimore Orioles,Houston Astros,Ronel Blanco,Corbin Burnes,1,5,2392
1270,2024-06-22,Final,Toronto Blue Jays,Cleveland Guardians,Ben Lively,José Berríos,3,6,5
1271,2024-06-22,Final,Seattle Mariners,Miami Marlins,Shaun Anderson,Logan Gilbert,9,0,4169
1272,2024-06-22,Final,Atlanta Braves,New York Yankees,Marcus Stroman,Charlie Morton,3,8,3313
1273,2024-06-22,Final,Milwaukee Brewers,San Diego Padres,Randy Vásquez,Carlos Rodriguez,4,6,2680
1274,2024-06-22,Final,Washington Nationals,Colorado Rockies,Cal Quantrill,Mitchell Parker,7,8,19
1275,2024-06-22,Final,Los Angeles Angels,Los Angeles Dodgers,Tyler Glasnow,Zach Plesac,2,7,22
1276,2024-06-23,Final,Arizona Diamondbacks,Philadelphia Phillies,Cristopher Sánchez,Slade Cecconi,1,4,2681
1277,2024-06-23,Final,Tampa Bay Rays,Pittsburgh Pirates,Paul Skenes,Aaron Civale,3,1,31
1278,2024-06-23,Final,Atlanta Braves,New York Yankees,Nestor Cortes,Max Fried,3,1,3313
1279,2024-06-23,Final,Boston Red Sox,Cincinnati Reds,Nick Lodolo,Zack Kelly,7,4,2602
1280,2024-06-23,Final,Toronto Blue Jays,Cleveland Guardians,Triston McKenzie,Yusei Kikuchi,5,6,5
1281,2024-06-23,Final,Chicago White Sox,Detroit Tigers,Reese Olson,Jonathan Cannon,2,11,2394
1282,2024-06-23,Final,Seattle Mariners,Miami Marlins,Kyle Tyler,Bryce Miller,4,6,4169
1283,2024-06-23,Final,Baltimore Orioles,Houston Astros,Framber Valdez,Albert Suárez,1,8,2392
1284,2024-06-23,Final,San Francisco Giants,St. Louis Cardinals,Sonny Gray,Logan Webb,3,5,2889
1285,2024-06-23,Final,Kansas City Royals,Texas Rangers,Max Scherzer,Alec Marsh,0,4,5325
1286,2024-06-23,Final,Washington Nationals,Colorado Rockies,Kyle Freeland,Jake Irvin,2,1,19
1287,2024-06-23,Final,Minnesota Twins,Oakland Athletics,Hogan Harris,Pablo López,3,0,10
1288,2024-06-23,Final,Milwaukee Brewers,San Diego Padres,Michael King,Tobias Myers,6,2,2680
1289,2024-06-23,Final,New York Mets,Chicago Cubs,Javier Assad,Luis Severino,5,2,17
1290,2024-06-24,Final,Cleveland Guardians,Baltimore Orioles,Cade Povich,Tanner Bibee,3,2,2
1291,2024-06-24,Final,Philadelphia Phillies,Detroit Tigers,Casey Mize,Aaron Nola,8,1,2394
1292,2024-06-24,Final,Seattle Mariners,Tampa Bay Rays,Taj Bradley,Bryan Woo,3,4,12
1293,2024-06-24,Final,Pittsburgh Pirates,Cincinnati Reds,Carson Spiers,Bailey Falter,5,11,2602
1294,2024-06-24,Final,Toronto Blue Jays,Boston Red Sox,Tanner Houck,Chris Bassitt,6,7,3
1295,2024-06-24,Final,Atlanta Braves,St. Louis Cardinals,Lance Lynn,Spencer Schwellenbach,3,4,2889
1296,2024-06-24,Final,Los Angeles Dodgers,Chicago White Sox,Garrett Crochet,James Paxton,3,0,4
1297,2024-06-24,Final,Miami Marlins,Kansas City Royals,Cole Ragans,Roddery Muñoz,1,4,7
1298,2024-06-24,Final,Texas Rangers,Milwaukee Brewers,Freddy Peralta,Michael Lorenzen,3,6,32
1299,2024-06-24,Final,Oakland Athletics,Los Angeles Angels,Griffin Canning,Luis Medina,1,5,1
1300,2024-06-24,Final,Washington Nationals,San Diego Padres,Matt Waldron,Patrick Corbin,6,7,2680
1301,2024-06-24,Final,Chicago Cubs,San Francisco Giants,Erik Miller,Justin Steele,4,5,2395
1302,2024-06-25,Final,Cleveland Guardians,Baltimore Orioles,Cole Irvin,Logan Allen,10,8,2
1303,2024-06-25,Final,Philadelphia Phillies,Detroit Tigers,Tarik Skubal,Ranger Suárez,1,4,2394
1304,2024-06-25,Final,Seattle Mariners,Tampa Bay Rays,Zack Littell,Luis Castillo,3,11,12
1305,2024-06-25,Final,Pittsburgh Pirates,Cincinnati Reds,Hunter Greene,Mitch Keller,9,5,2602
1306,2024-06-25,Final,Toronto Blue Jays,Boston Red Sox,Brayan Bello,Kevin Gausman,9,4,3
1307,2024-06-25,Final,New York Yankees,New York Mets,David Peterson,Gerrit Cole,7,9,3289
1308,2024-06-25,Final,Colorado Rockies,Houston Astros,Hunter Brown,Austin Gomber,2,5,2392
1309,2024-06-25,Final,Los Angeles Dodgers,Chicago White Sox,Chris Flexen,Bobby Miller,4,3,4
1310,2024-06-25,Final,Miami Marlins,Kansas City Royals,Seth Lugo,Yonny Chirinos,2,1,7
1311,2024-06-25,Final,Texas Rangers,Milwaukee Brewers,Hoby Milner,Andrew Heaney,1,3,32
1312,2024-06-25,Final,Oakland Athletics,Los Angeles Angels,Tyler Anderson,Mitch Spence,5,7,1
1313,2024-06-25,Final,Washington Nationals,San Diego Padres,Adam Mazur,MacKenzie Gore,7,9,2680
1314,2024-06-25,Final,Minnesota Twins,Arizona Diamondbacks,Brandon Pfaadt,Joe Ryan,4,5,15
1315,2024-06-25,Final,Chicago Cubs,San Francisco Giants,Randy Rodríguez,Kyle Hendricks,1,5,2395
1316,2024-06-25,Postponed,Atlanta Braves,St. Louis Cardinals,Kyle Gibson,Reynaldo López,0,0,2889
1317,2024-06-26,Final,Seattle Mariners,Tampa Bay Rays,Ryan Pepiot,George Kirby,5,2,12
1318,2024-06-26,Final,Pittsburgh Pirates,Cincinnati Reds,Graham Ashcraft,Luis L. Ortiz,6,1,2602
1319,2024-06-26,Final,Philadelphia Phillies,Detroit Tigers,Tyler Holton,Spencer Turnbull,6,2,2394
1320,2024-06-26,Final,Atlanta Braves,St. Louis Cardinals,Kyle Gibson,Reynaldo López,6,2,2889
1321,2024-06-26,Final,Atlanta Braves,St. Louis Cardinals,Matthew Liberatore,Bryce Elder,1,4,2889
1322,2024-06-26,Final,Colorado Rockies,Houston Astros,Spencer Arrighetti,Ryan Feltner,1,7,2392
1323,2024-06-26,Final,Miami Marlins,Kansas City Royals,Brady Singer,Valente Bellozo,1,5,7
1324,2024-06-26,Final,Texas Rangers,Milwaukee Brewers,Dallas Keuchel,Nathan Eovaldi,5,6,32
1325,2024-06-26,Final,Oakland Athletics,Los Angeles Angels,Roansy Contreras,Joey Estes,2,5,1
1326,2024-06-26,Final,Washington Nationals,San Diego Padres,Dylan Cease,DJ Herz,5,8,2680
1327,2024-06-26,Final,Cleveland Guardians,Baltimore Orioles,Grayson Rodriguez,Carlos Carrasco,2,4,2
1328,2024-06-26,Final,Toronto Blue Jays,Boston Red Sox,Nick Pivetta,Ryan Burr,4,1,3
1329,2024-06-26,Final,New York Yankees,New York Mets,Sean Manaea,Luis Gil,2,12,3289
1330,2024-06-26,Final,Los Angeles Dodgers,Chicago White Sox,Erick Fedde,Gavin Stone,4,0,4
1331,2024-06-26,Final,Minnesota Twins,Arizona Diamondbacks,Ryne Nelson,Simeon Woods Richardson,8,3,15
1332,2024-06-26,Final,Chicago Cubs,San Francisco Giants,Hayden Birdsong,Hayden Wesneski,3,4,2395
1333,2024-06-27,Final,Minnesota Twins,Arizona Diamondbacks,Jordan Montgomery,David Festa,13,6,15
1334,2024-06-27,Final,Chicago Cubs,San Francisco Giants,Jordan Hicks,Shota Imanaga,5,3,2395
1335,2024-06-27,Final,Atlanta Braves,Chicago White Sox,Chad Kuhl,Chris Sale,0,1,4
1336,2024-06-27,Final,Miami Marlins,Philadelphia Phillies,Zack Wheeler,Trevor Rogers,7,4,2681
1337,2024-06-27,Final,Texas Rangers,Baltimore Orioles,Corbin Burnes,Jon Gray,2,11,2
1338,2024-06-27,Final,New York Yankees,Toronto Blue Jays,José Berríos,Carlos Rodón,2,9,14
1339,2024-06-27,Final,Cincinnati Reds,St. Louis Cardinals,Miles Mikolas,Andrew Abbott,11,4,2889
1340,2024-06-27,Final,Cleveland Guardians,Kansas City Royals,Michael Wacha,Ben Lively,1,2,7
1341,2024-06-27,Final,Detroit Tigers,Los Angeles Angels,Davis Daniel,Jack Flaherty,0,5,1
1342,2024-06-28,Final,Miami Marlins,Philadelphia Phillies,Cristopher Sánchez,Kyle Tyler,0,2,2681
1343,2024-06-28,Final,Washington Nationals,Tampa Bay Rays,Zach Eflin,Mitchell Parker,1,3,12
1344,2024-06-28,Final,Texas Rangers,Baltimore Orioles,Albert Suárez,Max Scherzer,1,2,2
1345,2024-06-28,Final,New York Yankees,Toronto Blue Jays,Yusei Kikuchi,Marcus Stroman,16,5,14
1346,2024-06-28,Final,Houston Astros,New York Mets,Jose Quintana,Ronel Blanco,2,7,3289
1347,2024-06-28,Final,San Diego Padres,Boston Red Sox,Nick Pivetta,Randy Vásquez,9,2,3
1348,2024-06-28,Final,Colorado Rockies,Chicago White Sox,Drew Thorpe,Dakota Hudson,3,5,4
1349,2024-06-28,Final,Pittsburgh Pirates,Atlanta Braves,Charlie Morton,Martín Pérez,1,6,4705
1350,2024-06-28,Final,Cleveland Guardians,Kansas City Royals,Alec Marsh,Triston McKenzie,3,10,7
1351,2024-06-28,Final,Chicago Cubs,Milwaukee Brewers,Colin Rea,Jameson Taillon,2,4,32
1352,2024-06-28,Final,Cincinnati Reds,St. Louis Cardinals,Andre Pallante,Frankie Montas,0,1,2889
1353,2024-06-28,Final,Detroit Tigers,Los Angeles Angels,Zach Plesac,Kenta Maeda,2,5,1
1354,2024-06-28,Final,Oakland Athletics,Arizona Diamondbacks,Slade Cecconi,JP Sears,9,4,15
1355,2024-06-28,Final,Minnesota Twins,Seattle Mariners,Logan Gilbert,Bailey Ober,2,3,680
1356,2024-06-28,Final,Los Angeles Dodgers,San Francisco Giants,Logan Webb,Landon Knack,3,5,2395
1357,2024-06-29,Final,Colorado Rockies,Chicago White Sox,Jonathan Cannon,Cal Quantrill,3,11,4
1358,2024-06-29,Final,Cincinnati Reds,St. Louis Cardinals,Sonny Gray,Carson Spiers,9,4,2889
1359,2024-06-29,Final,New York Yankees,Toronto Blue Jays,Chris Bassitt,Nestor Cortes,3,9,14
1360,2024-06-29,Final,Miami Marlins,Philadelphia Phillies,Aaron Nola,Roddery Muñoz,3,2,2681
1361,2024-06-29,Final,Cleveland Guardians,Kansas City Royals,Cole Ragans,Tanner Bibee,7,2,7
1362,2024-06-29,Final,Houston Astros,New York Mets,Tylor Megill,Framber Valdez,9,6,3289
1363,2024-06-29,Final,Oakland Athletics,Arizona Diamondbacks,Zac Gallen,Hogan Harris,0,3,15
1364,2024-06-29,Final,San Diego Padres,Boston Red Sox,Tanner Houck,Michael King,11,1,3
1365,2024-06-29,Final,Washington Nationals,Tampa Bay Rays,Aaron Civale,Jake Irvin,8,1,12
1366,2024-06-29,Final,Pittsburgh Pirates,Atlanta Braves,Max Fried,Paul Skenes,1,2,4705
1367,2024-06-29,Final,Chicago Cubs,Milwaukee Brewers,Tobias Myers,Justin Steele,5,3,32
1368,2024-06-29,Final,Los Angeles Dodgers,San Francisco Giants,Erik Miller,Tyler Glasnow,14,7,2395
1369,2024-06-29,Final,Texas Rangers,Baltimore Orioles,Cade Povich,Michael Lorenzen,5,6,2
1370,2024-06-29,Final,Detroit Tigers,Los Angeles Angels,Griffin Canning,Reese Olson,5,6,1
1371,2024-06-29,Final,Minnesota Twins,Seattle Mariners,Bryce Miller,Pablo López,5,1,680
1372,2024-06-30,Final,Pittsburgh Pirates,Atlanta Braves,Spencer Schwellenbach,Bailey Falter,4,2,4705
1373,2024-06-30,Final,San Diego Padres,Boston Red Sox,Josh Winckowski,Matt Waldron,1,4,3
1374,2024-06-30,Final,Miami Marlins,Philadelphia Phillies,Ranger Suárez,Yonny Chirinos,6,7,2681
1375,2024-06-30,Final,New York Yankees,Toronto Blue Jays,Kevin Gausman,Gerrit Cole,8,1,14
1376,2024-06-30,Final,Houston Astros,New York Mets,Luis Severino,Shawn Dubin,10,5,3289
1377,2024-06-30,Final,Washington Nationals,Tampa Bay Rays,Taj Bradley,Patrick Corbin,0,5,12
1378,2024-06-30,Final,Cleveland Guardians,Kansas City Royals,Seth Lugo,Logan Allen,2,6,7
1379,2024-06-30,Final,Colorado Rockies,Chicago White Sox,Garrett Crochet,Kyle Freeland,5,4,4
1380,2024-06-30,Final,Chicago Cubs,Milwaukee Brewers,Freddy Peralta,Kyle Hendricks,1,7,32
1381,2024-06-30,Final,Cincinnati Reds,St. Louis Cardinals,Lance Lynn,Hunter Greene,0,2,2889
1382,2024-06-30,Final,Los Angeles Dodgers,San Francisco Giants,Spencer Bivens,James Paxton,4,10,2395
1383,2024-06-30,Final,Detroit Tigers,Los Angeles Angels,Tyler Anderson,Casey Mize,7,6,1
1384,2024-06-30,Final,Oakland Athletics,Arizona Diamondbacks,Brandon Pfaadt,Luis Medina,1,5,15
1385,2024-06-30,Final,Minnesota Twins,Seattle Mariners,Luis Castillo,Joe Ryan,5,3,680
1386,2024-06-30,Final,Texas Rangers,Baltimore Orioles,Cole Irvin,Andrew Heaney,11,2,2
1387,2024-07-01,Final,Houston Astros,Toronto Blue Jays,Yariel Rodríguez,Hunter Brown,3,1,14
1388,2024-07-01,Final,New York Mets,Washington Nationals,MacKenzie Gore,David Peterson,9,7,3309
1389,2024-07-01,Final,Milwaukee Brewers,Colorado Rockies,Austin Gomber,Rob Zastryzny,7,8,19
1390,2024-07-02,Final,St. Louis Cardinals,Pittsburgh Pirates,Mitch Keller,Kyle Gibson,7,4,31
1391,2024-07-02,Final,Chicago White Sox,Cleveland Guardians,Carlos Carrasco,Chris Flexen,6,7,5
1392,2024-07-02,Final,Boston Red Sox,Miami Marlins,Valente Bellozo,Kutter Crawford,8,3,4169
1393,2024-07-02,Final,New York Mets,Washington Nationals,DJ Herz,Sean Manaea,7,2,3309
1394,2024-07-02,Final,Cincinnati Reds,New York Yankees,Luis Gil,Graham Ashcraft,5,4,3313
1395,2024-07-02,Final,Houston Astros,Toronto Blue Jays,José Berríos,Spencer Arrighetti,6,7,14
1396,2024-07-02,Final,San Francisco Giants,Atlanta Braves,Reynaldo López,Hayden Birdsong,5,3,4705
1397,2024-07-02,Final,Detroit Tigers,Minnesota Twins,Simeon Woods Richardson,Tarik Skubal,3,5,3312
1398,2024-07-02,Final,San Diego Padres,Texas Rangers,Nathan Eovaldi,Dylan Cease,0,7,5325
1399,2024-07-02,Final,Philadelphia Phillies,Chicago Cubs,Hayden Wesneski,Michael Mercado,6,4,17
1400,2024-07-02,Final,Tampa Bay Rays,Kansas City Royals,Brady Singer,Zack Littell,5,1,7
1401,2024-07-02,Final,Milwaukee Brewers,Colorado Rockies,Ryan Feltner,Dallas Keuchel,4,3,19
1402,2024-07-02,Final,Los Angeles Angels,Oakland Athletics,Mitch Spence,José Soriano,5,7,10
1403,2024-07-02,Final,Baltimore Orioles,Seattle Mariners,George Kirby,Grayson Rodriguez,2,0,680
1404,2024-07-02,Final,Arizona Diamondbacks,Los Angeles Dodgers,Bobby Miller,Joe Mantiply,5,6,22
1405,2024-07-03,Final,St. Louis Cardinals,Pittsburgh Pirates,Jared Jones,Miles Mikolas,4,5,31
1406,2024-07-03,Final,Chicago White Sox,Cleveland Guardians,Gavin Williams,Erick Fedde,8,2,5
1407,2024-07-03,Final,Boston Red Sox,Miami Marlins,Trevor Rogers,Brayan Bello,7,2,4169
1408,2024-07-03,Final,New York Mets,Washington Nationals,Mitchell Parker,Christian Scott,5,7,3309
1409,2024-07-03,Final,Cincinnati Reds,New York Yankees,Carlos Rodón,Andrew Abbott,3,2,3313
1410,2024-07-03,Final,Houston Astros,Toronto Blue Jays,Yusei Kikuchi,Ronel Blanco,9,2,14
1411,2024-07-03,Final,San Francisco Giants,Atlanta Braves,Chris Sale,Jordan Hicks,1,3,4705
1412,2024-07-03,Final,San Diego Padres,Texas Rangers,Jon Gray,Adam Mazur,6,4,5325
1413,2024-07-03,Final,Philadelphia Phillies,Chicago Cubs,Shota Imanaga,Zack Wheeler,5,3,17
1414,2024-07-03,Final,Tampa Bay Rays,Kansas City Royals,Michael Wacha,Ryan Pepiot,2,4,7
1415,2024-07-03,Final,Detroit Tigers,Minnesota Twins,David Festa,Keider Montero,9,2,3312
1416,2024-07-03,Final,Milwaukee Brewers,Colorado Rockies,Dakota Hudson,Colin Rea,3,0,19
1417,2024-07-03,Final,Los Angeles Angels,Oakland Athletics,Joey Estes,Davis Daniel,0,5,10
1418,2024-07-03,Final,Arizona Diamondbacks,Los Angeles Dodgers,Gavin Stone,Cristian Mena,12,4,22
1419,2024-07-03,Final,Baltimore Orioles,Seattle Mariners,Logan Gilbert,Dean Kremer,4,1,680
1420,2024-07-04,Final,New York Mets,Washington Nationals,Jake Irvin,Jose Quintana,0,1,3309
1421,2024-07-04,Final,St. Louis Cardinals,Pittsburgh Pirates,Martín Pérez,Andre Pallante,3,2,31
1422,2024-07-04,Final,Cincinnati Reds,New York Yankees,Marcus Stroman,Frankie Montas,8,4,3313
1423,2024-07-04,Final,Houston Astros,Toronto Blue Jays,Chris Bassitt,Framber Valdez,5,3,14
1424,2024-07-04,Completed Early: Rain,Detroit Tigers,Minnesota Twins,Bailey Ober,Kenta Maeda,3,12,3312
1425,2024-07-04,Final,Chicago White Sox,Cleveland Guardians,Ben Lively,Jared Shuster,4,8,5
1426,2024-07-04,Final,Boston Red Sox,Miami Marlins,Kyle Tyler,Nick Pivetta,6,5,4169
1427,2024-07-04,Final,Philadelphia Phillies,Chicago Cubs,Jameson Taillon,Cristopher Sánchez,2,10,17
1428,2024-07-04,Final,San Diego Padres,Texas Rangers,Max Scherzer,Michael King,3,1,5325
1429,2024-07-04,Final,Los Angeles Angels,Oakland Athletics,JP Sears,Roansy Contreras,0,5,10
1430,2024-07-04,Final,Baltimore Orioles,Seattle Mariners,Bryce Miller,Corbin Burnes,3,7,680
1431,2024-07-04,Final,San Francisco Giants,Atlanta Braves,Charlie Morton,Logan Webb,4,2,4705
1432,2024-07-04,Final,Tampa Bay Rays,Kansas City Royals,Alec Marsh,Zach Eflin,10,8,7
1433,2024-07-04,Final,Milwaukee Brewers,Colorado Rockies,Cal Quantrill,Tobias Myers,3,4,19
1434,2024-07-04,Final,Arizona Diamondbacks,Los Angeles Dodgers,Landon Knack,Zac Gallen,9,3,22
1435,2024-07-05,Final,Los Angeles Angels,Chicago Cubs,Justin Steele,Griffin Canning,1,5,17
1436,2024-07-05,Final,New York Mets,Pittsburgh Pirates,Paul Skenes,Luis Severino,2,14,31
1437,2024-07-05,Final,St. Louis Cardinals,Washington Nationals,Patrick Corbin,Sonny Gray,7,6,3309
1438,2024-07-05,Final,Boston Red Sox,New York Yankees,Nestor Cortes,Tanner Houck,5,3,3313
1439,2024-07-05,Final,Detroit Tigers,Cincinnati Reds,Carson Spiers,Reese Olson,5,4,2602
1440,2024-07-05,Final,San Francisco Giants,Cleveland Guardians,Tanner Bibee,Erik Miller,4,2,5
1441,2024-07-05,Final,Chicago White Sox,Miami Marlins,Bryan Hoeing,Drew Thorpe,3,2,4169
1442,2024-07-05,Final,Philadelphia Phillies,Atlanta Braves,Max Fried,Aaron Nola,8,6,4705
1443,2024-07-05,Final,Tampa Bay Rays,Texas Rangers,Michael Lorenzen,Shane Baz,0,3,5325
1444,2024-07-05,Final,Kansas City Royals,Colorado Rockies,Kyle Freeland,Cole Ragans,2,4,19
1445,2024-07-05,Final,Houston Astros,Minnesota Twins,Pablo López,Shawn Dubin,13,12,3312
1446,2024-07-05,Final,Baltimore Orioles,Oakland Athletics,Hogan Harris,Albert Suárez,3,2,10
1447,2024-07-05,Final,Arizona Diamondbacks,San Diego Padres,Randy Vásquez,Slade Cecconi,8,10,2680
1448,2024-07-05,Final,Toronto Blue Jays,Seattle Mariners,Luis Castillo,Kevin Gausman,1,2,680
1449,2024-07-05,Final,Milwaukee Brewers,Los Angeles Dodgers,Tyler Glasnow,Aaron Civale,5,8,22
1450,2024-07-06,Final,Boston Red Sox,New York Yankees,Gerrit Cole,Josh Winckowski,4,14,3313
1451,2024-07-06,Final,Houston Astros,Minnesota Twins,Joe Ryan,Hunter Brown,3,9,3312
1452,2024-07-06,Final,Los Angeles Angels,Chicago Cubs,Kyle Hendricks,Tyler Anderson,7,0,17
1453,2024-07-06,Final,New York Mets,Pittsburgh Pirates,Bailey Falter,David Peterson,5,2,31
1454,2024-07-06,Final,St. Louis Cardinals,Washington Nationals,MacKenzie Gore,Lance Lynn,6,14,3309
1455,2024-07-06,Final,Tampa Bay Rays,Texas Rangers,Andrew Heaney,Taj Bradley,3,4,5325
1456,2024-07-06,Final,Baltimore Orioles,Oakland Athletics,Luis Medina,Cade Povich,8,19,10
1457,2024-07-06,Final,Detroit Tigers,Cincinnati Reds,Hunter Greene,Alex Faedo,5,3,2602
1458,2024-07-06,Final,San Francisco Giants,Cleveland Guardians,Logan Allen,Kyle Harrison,4,5,5
1459,2024-07-06,Final,Toronto Blue Jays,Seattle Mariners,Emerson Hancock,Yariel Rodríguez,5,4,680
1460,2024-07-06,Final,Chicago White Sox,Miami Marlins,Yonny Chirinos,Garrett Crochet,3,4,4169
1461,2024-07-06,Final,Philadelphia Phillies,Atlanta Braves,Spencer Schwellenbach,Ranger Suárez,1,5,4705
1462,2024-07-06,Final,Milwaukee Brewers,Los Angeles Dodgers,James Paxton,Freddy Peralta,3,5,22
1463,2024-07-06,Final,Kansas City Royals,Colorado Rockies,Austin Gomber,Seth Lugo,1,3,19
1464,2024-07-06,Final,Arizona Diamondbacks,San Diego Padres,Matt Waldron,Brandon Pfaadt,7,5,2680
1465,2024-07-07,Final,New York Mets,Pittsburgh Pirates,Luis L. Ortiz,Sean Manaea,3,2,31
1466,2024-07-07,Final,St. Louis Cardinals,Washington Nationals,DJ Herz,Kyle Gibson,8,3,3309
1467,2024-07-07,Final,Philadelphia Phillies,Atlanta Braves,Reynaldo López,Michael Mercado,0,6,4705
1468,2024-07-07,Final,Detroit Tigers,Cincinnati Reds,Graham Ashcraft,Tarik Skubal,5,1,2602
1469,2024-07-07,Final,San Francisco Giants,Cleveland Guardians,Carlos Carrasco,Hayden Birdsong,4,5,5
1470,2024-07-07,Final,Chicago White Sox,Miami Marlins,Edward Cabrera,Jonathan Cannon,4,7,4169
1471,2024-07-07,Final,Houston Astros,Minnesota Twins,Simeon Woods Richardson,Spencer Arrighetti,2,3,3312
1472,2024-07-07,Final,Los Angeles Angels,Chicago Cubs,Hayden Wesneski,José Soriano,0,5,17
1473,2024-07-07,Final,Tampa Bay Rays,Texas Rangers,Nathan Eovaldi,Zack Littell,2,13,5325
1474,2024-07-07,Final,Kansas City Royals,Colorado Rockies,Tanner Gordon,Brady Singer,10,1,19
1475,2024-07-07,Final,Baltimore Orioles,Oakland Athletics,Mitch Spence,Grayson Rodriguez,6,3,10
1476,2024-07-07,Final,Arizona Diamondbacks,San Diego Padres,Dylan Cease,Ryne Nelson,9,1,2680
1477,2024-07-07,Final,Toronto Blue Jays,Seattle Mariners,George Kirby,José Berríos,5,4,680
1478,2024-07-07,Final,Milwaukee Brewers,Los Angeles Dodgers,Justin Wrobleski,Dallas Keuchel,9,2,22
1479,2024-07-07,Final,Boston Red Sox,New York Yankees,Luis Gil,Kutter Crawford,3,0,3313
1480,2024-07-08,Final,New York Mets,Pittsburgh Pirates,Mitch Keller,Christian Scott,2,8,31
1481,2024-07-08,Final,St. Louis Cardinals,Washington Nationals,Mitchell Parker,Miles Mikolas,6,0,3309
1482,2024-07-08,Final,Cleveland Guardians,Detroit Tigers,Keider Montero,Gavin Williams,0,1,2394
1483,2024-07-08,Final,Colorado Rockies,Cincinnati Reds,Andrew Abbott,Ryan Feltner,0,6,2602
1484,2024-07-08,Final,Minnesota Twins,Chicago White Sox,Chris Flexen,Chris Paddack,8,6,4
1485,2024-07-08,Final,Texas Rangers,Los Angeles Angels,Davis Daniel,Jon Gray,9,4,1
1486,2024-07-08,Final,Atlanta Braves,Arizona Diamondbacks,Yilber Diaz,Bryce Elder,5,4,15
1487,2024-07-09,Final,Chicago Cubs,Baltimore Orioles,Dean Kremer,Jameson Taillon,9,2,2
1488,2024-07-09,Final,Cleveland Guardians,Detroit Tigers,Kenta Maeda,Ben Lively,9,8,2394
1489,2024-07-09,Final,Los Angeles Dodgers,Philadelphia Phillies,Zack Wheeler,Bobby Miller,1,10,2681
1490,2024-07-09,Final,New York Yankees,Tampa Bay Rays,Ryan Pepiot,Carlos Rodón,3,5,12
1491,2024-07-09,Final,Colorado Rockies,Cincinnati Reds,Nick Lodolo,Cal Quantrill,6,12,2602
1492,2024-07-09,Final,Washington Nationals,New York Mets,Jose Quintana,Jake Irvin,5,7,3289
1493,2024-07-09,Final,Oakland Athletics,Boston Red Sox,Brayan Bello,Joey Estes,9,12,3
1494,2024-07-09,Final,Miami Marlins,Houston Astros,Ronel Blanco,Trevor Rogers,3,4,2392
1495,2024-07-09,Final,Pittsburgh Pirates,Milwaukee Brewers,Colin Rea,Josh Fleming,12,2,32
1496,2024-07-09,Final,Texas Rangers,Los Angeles Angels,Roansy Contreras,Max Scherzer,5,4,1
1497,2024-07-09,Final,Seattle Mariners,San Diego Padres,Adam Mazur,Logan Gilbert,8,3,2680
1498,2024-07-09,Final,Atlanta Braves,Arizona Diamondbacks,Zac Gallen,Chris Sale,6,2,15
1499,2024-07-09,Final,Toronto Blue Jays,San Francisco Giants,Blake Snell,Yusei Kikuchi,3,4,2395
1500,2024-07-09,Postponed,Kansas City Royals,St. Louis Cardinals,Andre Pallante,Michael Wacha,0,0,2889
1501,2024-07-09,Postponed,Minnesota Twins,Chicago White Sox,Erick Fedde,Bailey Ober,0,0,4
1502,2024-07-10,Final,Kansas City Royals,St. Louis Cardinals,Andre Pallante,Alec Marsh,6,4,2889
1503,2024-07-10,Final,Kansas City Royals,St. Louis Cardinals,Gordon Graceffo,Michael Wacha,8,5,2889
1504,2024-07-10,Final,Minnesota Twins,Chicago White Sox,Erick Fedde,Bailey Ober,1,3,4
1505,2024-07-10,Final,Minnesota Twins,Chicago White Sox,Drew Thorpe,Pablo López,3,2,4
1506,2024-07-10,Final,Chicago Cubs,Baltimore Orioles,Corbin Burnes,Shota Imanaga,4,0,2
1507,2024-07-10,Final,Cleveland Guardians,Detroit Tigers,Reese Olson,Tanner Bibee,4,5,2394
1508,2024-07-10,Final,Seattle Mariners,San Diego Padres,Michael King,Bryce Miller,2,0,2680
1509,2024-07-10,Final,New York Yankees,Tampa Bay Rays,Zach Eflin,Marcus Stroman,2,1,12
1510,2024-07-10,Final,Los Angeles Dodgers,Philadelphia Phillies,Cristopher Sánchez,Gavin Stone,3,4,2681
1511,2024-07-10,Final,Colorado Rockies,Cincinnati Reds,Frankie Montas,Kyle Freeland,6,5,2602
1512,2024-07-10,Final,Washington Nationals,New York Mets,Luis Severino,Patrick Corbin,2,6,3289
1513,2024-07-10,Final,Oakland Athletics,Boston Red Sox,Nick Pivetta,JP Sears,5,2,3
1514,2024-07-10,Final,Miami Marlins,Houston Astros,Framber Valdez,Bryan Hoeing,1,9,2392
