,game_date,status,away_name,home_name,home_probable_pitcher,away_probable_pitcher,away_score,home_score,venue_id
519,2024-04-27,Final,Philadelphia Phillies,San Diego Padres,Dylan Cease,Ranger Suárez,5,1,2680
520,2024-04-27,Final,Pittsburgh Pirates,San Francisco Giants,Jordan Hicks,Martín Pérez,4,3,2395
521,2024-04-27,Final,Minnesota Twins,Los Angeles Angels,José Soriano,Chris Paddack,16,5,1
522,2024-04-27,Final,Arizona Diamondbacks,Seattle Mariners,George Kirby,Slade Cecconi,1,3,680
523,2024-04-28,Final,Oakland Athletics,Baltimore Orioles,Albert Suárez,Paul Blackburn,7,6,2
524,2024-04-28,Final,Cleveland Guardians,Atlanta Braves,Bryce Elder,Ben Lively,3,4,4705
525,2024-04-28,Final,Los Angeles Dodgers,Toronto Blue Jays,Kevin Gausman,Michael Grove,1,3,14
526,2024-04-28,Final,Kansas City Royals,Detroit Tigers,Tarik Skubal,Michael Wacha,1,4,2394
527,2024-04-28,Final,St. Louis Cardinals,New York Mets,Jose Quintana,Lance Lynn,2,4,3289
528,2024-04-28,Final,Washington Nationals,Miami Marlins,Ryan Weathers,Patrick Corbin,12,9,4169
529,2024-04-28,Final,Tampa Bay Rays,Chicago White Sox,Erick Fedde,Zack Littell,2,4,4
530,2024-04-28,Final,New York Yankees,Milwaukee Brewers,Tobias Myers,Marcus Stroman,15,5,32
531,2024-04-28,Final,Cincinnati Reds,Texas Rangers,Dane Dunning,Andrew Abbott,3,4,5325
532,2024-04-28,Final,Houston Astros,Colorado Rockies,Austin Gomber,Framber Valdez,8,2,5340
533,2024-04-28,Final,Pittsburgh Pirates,San Francisco Giants,Keaton Winn,Jared Jones,2,3,2395
534,2024-04-28,Final,Minnesota Twins,Los Angeles Angels,Reid Detmers,Pablo López,11,5,1
535,2024-04-28,Final,Arizona Diamondbacks,Seattle Mariners,Logan Gilbert,Brandon Pfaadt,3,2,680
536,2024-04-28,Final,Philadelphia Phillies,San Diego Padres,Michael King,Taijuan Walker,8,6,2680
537,2024-04-28,Final,Chicago Cubs,Boston Red Sox,Tanner Houck,Hayden Wesneski,4,5,3
538,2024-04-29,Final,New York Yankees,Baltimore Orioles,Grayson Rodriguez,Clarke Schmidt,0,2,2
539,2024-04-29,Final,Washington Nationals,Miami Marlins,Trevor Rogers,Jake Irvin,7,2,4169
540,2024-04-29,Final,Kansas City Royals,Toronto Blue Jays,Yariel Rodríguez,Jonathan Bowlan,5,6,14
541,2024-04-29,Final,Chicago Cubs,New York Mets,Luis Severino,Jameson Taillon,3,1,3289
542,2024-04-29,Final,Minnesota Twins,Chicago White Sox,Garrett Crochet,Joe Ryan,3,2,4
543,2024-04-29,Final,Tampa Bay Rays,Milwaukee Brewers,Bryse Wilson,Ryan Pepiot,1,0,32
544,2024-04-29,Final,Philadelphia Phillies,Los Angeles Angels,Griffin Canning,Cristopher Sánchez,5,6,1
545,2024-04-29,Final,Los Angeles Dodgers,Arizona Diamondbacks,Tommy Henry,James Paxton,8,4,15
546,2024-04-29,Final,Pittsburgh Pirates,Oakland Athletics,Joe Boyle,Bailey Falter,1,5,10
547,2024-04-29,Final,Cincinnati Reds,San Diego Padres,Matt Waldron,Nick Lodolo,5,2,2680
548,2024-04-29,Final,Atlanta Braves,Seattle Mariners,Bryce Miller,Max Fried,1,2,680
549,2024-04-29,Postponed,St. Louis Cardinals,Detroit Tigers,Kenta Maeda,Steven Matz,0,0,2394
550,2024-04-30,Final,St. Louis Cardinals,Detroit Tigers,Jack Flaherty,Kyle Gibson,2,1,2394
551,2024-04-30,Final,St. Louis Cardinals,Detroit Tigers,Matt Manning,Steven Matz,6,11,2394
552,2024-04-30,Final,New York Yankees,Baltimore Orioles,Dean Kremer,Nestor Cortes,2,4,2
553,2024-04-30,Final,Colorado Rockies,Miami Marlins,Sixto Sánchez,Ryan Feltner,6,7,4169
554,2024-04-30,Final,Kansas City Royals,Toronto Blue Jays,José Berríos,Cole Ragans,4,1,14
555,2024-04-30,Final,Chicago Cubs,New York Mets,Sean Manaea,Javier Assad,2,4,3289
556,2024-04-30,Final,San Francisco Giants,Boston Red Sox,Cooper Criswell,Logan Webb,0,4,3
557,2024-04-30,Final,Minnesota Twins,Chicago White Sox,Michael Soroka,Simeon Woods Richardson,6,5,4
558,2024-04-30,Final,Tampa Bay Rays,Milwaukee Brewers,Freddy Peralta,Tyler Alexander,2,8,32
559,2024-04-30,Final,Washington Nationals,Texas Rangers,Jon Gray,MacKenzie Gore,1,7,5325
560,2024-04-30,Final,Cleveland Guardians,Houston Astros,Hunter Brown,Carlos Carrasco,9,10,2392
561,2024-04-30,Final,Philadelphia Phillies,Los Angeles Angels,Tyler Anderson,Spencer Turnbull,7,5,1
562,2024-04-30,Final,Los Angeles Dodgers,Arizona Diamondbacks,Brandon Hughes,Landon Knack,3,4,15
563,2024-04-30,Final,Pittsburgh Pirates,Oakland Athletics,Alex Wood,Mitch Keller,2,5,10
564,2024-04-30,Final,Cincinnati Reds,San Diego Padres,Yu Darvish,Nick Martinez,4,6,2680
565,2024-04-30,Final,Atlanta Braves,Seattle Mariners,Luis Castillo,Reynaldo López,2,3,680
566,2024-05-01,Final,St. Louis Cardinals,Detroit Tigers,Kenta Maeda,Miles Mikolas,1,4,2394
567,2024-05-01,Final,Tampa Bay Rays,Milwaukee Brewers,Colin Rea,Zach Eflin,1,7,32
568,2024-05-01,Final,Minnesota Twins,Chicago White Sox,Chris Flexen,Bailey Ober,10,5,4
569,2024-05-01,Final,Kansas City Royals,Toronto Blue Jays,Chris Bassitt,Seth Lugo,6,1,14
570,2024-05-01,Final,Pittsburgh Pirates,Oakland Athletics,Ross Stripling,Quinn Priester,0,4,10
571,2024-05-01,Final,Atlanta Braves,Seattle Mariners,Emerson Hancock,Chris Sale,5,2,680
572,2024-05-01,Final,Philadelphia Phillies,Los Angeles Angels,Patrick Sandoval,Zack Wheeler,2,1,1
573,2024-05-01,Final,Cincinnati Reds,San Diego Padres,Joe Musgrove,Graham Ashcraft,2,6,2680
574,2024-05-01,Final,New York Yankees,Baltimore Orioles,Corbin Burnes,Luis Gil,2,0,2
575,2024-05-01,Final,Colorado Rockies,Miami Marlins,Roddery Muñoz,Dakota Hudson,1,4,4169
576,2024-05-01,Final,Chicago Cubs,New York Mets,José Buttó,Shota Imanaga,1,0,3289
577,2024-05-01,Final,San Francisco Giants,Boston Red Sox,Kutter Crawford,Erik Miller,2,6,3
578,2024-05-01,Final,Washington Nationals,Texas Rangers,Andrew Heaney,Trevor Williams,1,0,5325
579,2024-05-01,Final,Cleveland Guardians,Houston Astros,Justin Verlander,Triston McKenzie,3,2,2392
580,2024-05-01,Final,Los Angeles Dodgers,Arizona Diamondbacks,Jordan Montgomery,Yoshinobu Yamamoto,8,0,15
581,2024-05-02,Final,Colorado Rockies,Miami Marlins,Edward Cabrera,Peter Lambert,4,5,4169
582,2024-05-02,Final,New York Yankees,Baltimore Orioles,Kyle Bradish,Carlos Rodón,2,7,2
583,2024-05-02,Final,Chicago Cubs,New York Mets,Adrian Houser,Ben Brown,6,7,3289
584,2024-05-02,Final,San Francisco Giants,Boston Red Sox,Josh Winckowski,Kyle Harrison,3,1,3
585,2024-05-02,Final,Washington Nationals,Texas Rangers,Nathan Eovaldi,Mitchell Parker,0,6,5325
586,2024-05-02,Final,Cleveland Guardians,Houston Astros,Spencer Arrighetti,Logan Allen,2,8,2392
587,2024-05-03,Final,Milwaukee Brewers,Chicago Cubs,Hayden Wesneski,Joe Ross,3,1,17
588,2024-05-03,Final,Baltimore Orioles,Cincinnati Reds,Hunter Greene,Cole Irvin,3,0,2602
589,2024-05-03,Final,Colorado Rockies,Pittsburgh Pirates,Martín Pérez,Cal Quantrill,3,2,31
590,2024-05-03,Final,San Francisco Giants,Philadelphia Phillies,Aaron Nola,Jordan Hicks,3,4,2681
591,2024-05-03,Final,Toronto Blue Jays,Washington Nationals,Patrick Corbin,Yusei Kikuchi,3,9,3309
592,2024-05-03,Final,New York Mets,Tampa Bay Rays,Aaron Civale,Jose Quintana,8,10,12
593,2024-05-03,Final,Detroit Tigers,New York Yankees,Marcus Stroman,Reese Olson,1,2,3313
594,2024-05-03,Final,Los Angeles Angels,Cleveland Guardians,Tanner Bibee,José Soriano,6,0,5
595,2024-05-03,Final,Texas Rangers,Kansas City Royals,Brady Singer,Michael Lorenzen,1,7,7
596,2024-05-03,Final,Seattle Mariners,Houston Astros,Ronel Blanco,George Kirby,3,5,2392
597,2024-05-03,Final,Boston Red Sox,Minnesota Twins,Chris Paddack,Tanner Houck,2,5,3312
598,2024-05-03,Final,Chicago White Sox,St. Louis Cardinals,Sonny Gray,Brad Keller,0,3,2889
599,2024-05-03,Final,San Diego Padres,Arizona Diamondbacks,Slade Cecconi,Dylan Cease,7,1,15
600,2024-05-03,Final,Miami Marlins,Oakland Athletics,JP Sears,Ryan Weathers,1,3,10
601,2024-05-03,Final,Atlanta Braves,Los Angeles Dodgers,Gavin Stone,Charlie Morton,3,4,22
602,2024-05-04,Final,Detroit Tigers,New York Yankees,Clarke Schmidt,Casey Mize,3,5,3313
603,2024-05-04,Final,Boston Red Sox,Minnesota Twins,Pablo López,Brennan Bernardino,1,3,3312
604,2024-05-04,Final,Chicago White Sox,St. Louis Cardinals,Lance Lynn,Erick Fedde,6,5,2889
605,2024-05-04,Final,Milwaukee Brewers,Chicago Cubs,Jameson Taillon,Tobias Myers,5,6,17
606,2024-05-04,Final,Colorado Rockies,Pittsburgh Pirates,Jared Jones,Austin Gomber,0,1,31
607,2024-05-04,Final,Toronto Blue Jays,Washington Nationals,Jake Irvin,Kevin Gausman,6,3,3309
608,2024-05-04,Final,Miami Marlins,Oakland Athletics,Paul Blackburn,Trevor Rogers,4,20,10
609,2024-05-04,Final,San Francisco Giants,Philadelphia Phillies,Ranger Suárez,Keaton Winn,3,14,2681
610,2024-05-04,Final,Los Angeles Angels,Cleveland Guardians,Ben Lively,Reid Detmers,1,7,5
611,2024-05-04,Final,Baltimore Orioles,Cincinnati Reds,Andrew Abbott,John Means,2,1,2602
612,2024-05-04,Final,Texas Rangers,Kansas City Royals,Michael Wacha,Dane Dunning,15,4,7
613,2024-05-04,Final,Seattle Mariners,Houston Astros,Framber Valdez,Logan Gilbert,5,0,2392
614,2024-05-04,Final,New York Mets,Tampa Bay Rays,Zack Littell,Christian Scott,1,3,12
615,2024-05-04,Final,San Diego Padres,Arizona Diamondbacks,Brandon Pfaadt,Michael King,13,1,15
616,2024-05-04,Final,Atlanta Braves,Los Angeles Dodgers,Tyler Glasnow,Bryce Elder,2,11,22
617,2024-05-05,Final,Colorado Rockies,Pittsburgh Pirates,Bailey Falter,Ryan Feltner,3,5,31
618,2024-05-05,Final,Toronto Blue Jays,Washington Nationals,MacKenzie Gore,Alek Manoah,8,11,3309
619,2024-05-05,Completed Early: Rain,Detroit Tigers,New York Yankees,Nestor Cortes,Tarik Skubal,2,5,3313
620,2024-05-05,Final,Los Angeles Angels,Cleveland Guardians,Carlos Carrasco,Griffin Canning,1,4,5
621,2024-05-05,Final,New York Mets,Tampa Bay Rays,Ryan Pepiot,Luis Severino,6,7,12
622,2024-05-05,Final,Seattle Mariners,Houston Astros,Hunter Brown,Bryce Miller,5,4,2392
623,2024-05-05,Final,Texas Rangers,Kansas City Royals,Daniel Lynch IV,Jon Gray,3,2,7
624,2024-05-05,Final,Boston Red Sox,Minnesota Twins,Joe Ryan,Cooper Criswell,9,2,3312
625,2024-05-05,Final,Chicago White Sox,St. Louis Cardinals,Matthew Liberatore,Garrett Crochet,5,1,2889
626,2024-05-05,Final,Milwaukee Brewers,Chicago Cubs,Javier Assad,Freddy Peralta,0,5,17
627,2024-05-05,Final,Miami Marlins,Oakland Athletics,Joe Boyle,Sixto Sánchez,12,3,10
628,2024-05-05,Final,Baltimore Orioles,Cincinnati Reds,Nick Lodolo,Dean Kremer,11,1,2602
629,2024-05-05,Final,San Diego Padres,Arizona Diamondbacks,Ryne Nelson,Matt Waldron,4,11,15
630,2024-05-05,Final,Atlanta Braves,Los Angeles Dodgers,James Paxton,Max Fried,1,5,22
631,2024-05-05,Final,San Francisco Giants,Philadelphia Phillies,Taijuan Walker,Logan Webb,4,5,2681
632,2024-05-06,Final,San Francisco Giants,Philadelphia Phillies,Zack Wheeler,Mason Black,1,6,2681
633,2024-05-06,Final,Detroit Tigers,Cleveland Guardians,Triston McKenzie,Jack Flaherty,1,2,5
634,2024-05-06,Final,Los Angeles Angels,Pittsburgh Pirates,Mitch Keller,Tyler Anderson,1,4,31
635,2024-05-06,Final,Chicago White Sox,Tampa Bay Rays,Tyler Alexander,Mike Clevinger,2,8,12
636,2024-05-06,Final,Milwaukee Brewers,Kansas City Royals,Cole Ragans,Bryse Wilson,2,3,7
637,2024-05-06,Final,San Diego Padres,Chicago Cubs,Justin Steele,Yu Darvish,6,3,17
638,2024-05-06,Final,Seattle Mariners,Minnesota Twins,Simeon Woods Richardson,Luis Castillo,1,3,3312
639,2024-05-06,Final,New York Mets,St. Louis Cardinals,Kyle Gibson,Sean Manaea,4,3,2889
640,2024-05-06,Final,Texas Rangers,Oakland Athletics,Alex Wood,Andrew Heaney,4,2,10
641,2024-05-06,Final,Miami Marlins,Los Angeles Dodgers,Walker Buehler,Roddery Muñoz,3,6,22
642,2024-05-07,Final,Texas Rangers,Oakland Athletics,Ross Stripling,José Ureña,15,8,10
643,2024-05-07,Final,Detroit Tigers,Cleveland Guardians,Logan Allen,Kenta Maeda,11,7,5
644,2024-05-07,Final,Arizona Diamondbacks,Cincinnati Reds,Frankie Montas,Zac Gallen,6,2,2602
645,2024-05-07,Final,Los Angeles Angels,Pittsburgh Pirates,Quinn Priester,Patrick Sandoval,9,0,31
646,2024-05-07,Final,Toronto Blue Jays,Philadelphia Phillies,Cristopher Sánchez,José Berríos,1,10,2681
647,2024-05-07,Final,Baltimore Orioles,Washington Nationals,Trevor Williams,Corbin Burnes,0,3,3309
648,2024-05-07,Final,Chicago White Sox,Tampa Bay Rays,Zach Eflin,Michael Soroka,1,5,12
649,2024-05-07,Final,Houston Astros,New York Yankees,Luis Gil,Justin Verlander,3,10,3313
650,2024-05-07,Final,Boston Red Sox,Atlanta Braves,Reynaldo López,Kutter Crawford,2,4,4705
651,2024-05-07,Final,San Diego Padres,Chicago Cubs,Shota Imanaga,Randy Vásquez,2,3,17
652,2024-05-07,Final,Seattle Mariners,Minnesota Twins,Bailey Ober,Emerson Hancock,10,6,3312
653,2024-05-07,Final,Milwaukee Brewers,Kansas City Royals,Seth Lugo,Colin Rea,6,5,7
654,2024-05-07,Final,New York Mets,St. Louis Cardinals,Miles Mikolas,José Buttó,7,5,2889
655,2024-05-07,Final,San Francisco Giants,Colorado Rockies,Dakota Hudson,Kyle Harrison,5,0,19
656,2024-05-07,Final,Miami Marlins,Los Angeles Dodgers,Yoshinobu Yamamoto,Edward Cabrera,2,8,22
657,2024-05-08,Final,Los Angeles Angels,Pittsburgh Pirates,Martín Pérez,José Soriano,5,4,31
658,2024-05-08,Final,Toronto Blue Jays,Philadelphia Phillies,Aaron Nola,Chris Bassitt,5,3,2681
659,2024-05-08,Final,Detroit Tigers,Cleveland Guardians,Tanner Bibee,Reese Olson,4,5,5
660,2024-05-08,Final,Milwaukee Brewers,Kansas City Royals,Brady Singer,Joe Ross,4,6,7
661,2024-05-08,Final,San Diego Padres,Chicago Cubs,Hayden Wesneski,Dylan Cease,3,0,17
662,2024-05-08,Final,Miami Marlins,Los Angeles Dodgers,Gavin Stone,Ryan Weathers,1,3,22
663,2024-05-08,Final,Texas Rangers,Oakland Athletics,JP Sears,Michael Lorenzen,4,9,10
664,2024-05-08,Final,Texas Rangers,Oakland Athletics,Osvaldo Bido,Jack Leiter,12,11,10
665,2024-05-08,Final,Arizona Diamondbacks,Cincinnati Reds,Graham Ashcraft,Jordan Montgomery,4,3,2602
666,2024-05-08,Final,Baltimore Orioles,Washington Nationals,Mitchell Parker,Kyle Bradish,7,6,3309
667,2024-05-08,Final,Chicago White Sox,Tampa Bay Rays,Aaron Civale,Chris Flexen,4,1,12
668,2024-05-08,Final,Houston Astros,New York Yankees,Carlos Rodón,Spencer Arrighetti,4,9,3313
669,2024-05-08,Final,Boston Red Sox,Atlanta Braves,Chris Sale,Nick Pivetta,0,5,4705
670,2024-05-08,Final,Seattle Mariners,Minnesota Twins,Chris Paddack,George Kirby,3,6,3312
671,2024-05-08,Final,San Francisco Giants,Colorado Rockies,Peter Lambert,Jordan Hicks,8,6,19
672,2024-05-08,Postponed,New York Mets,St. Louis Cardinals,Sonny Gray,Jose Quintana,0,0,2889
673,2024-05-09,Final,Arizona Diamondbacks,Cincinnati Reds,Hunter Greene,Slade Cecconi,5,4,2602
674,2024-05-09,Final,Seattle Mariners,Minnesota Twins,Pablo López,Logan Gilbert,1,11,3312
675,2024-05-09,Final,San Francisco Giants,Colorado Rockies,Cal Quantrill,Keaton Winn,1,9,19
676,2024-05-09,Final,Houston Astros,New York Yankees,Marcus Stroman,Ronel Blanco,4,3,3313
677,2024-05-09,Final,Cleveland Guardians,Chicago White Sox,Erick Fedde,Ben Lively,2,3,4
678,2024-05-09,Final,St. Louis Cardinals,Milwaukee Brewers,Tobias Myers,Sonny Gray,1,7,32
679,2024-05-09,Final,Kansas City Royals,Los Angeles Angels,Reid Detmers,Michael Wacha,10,4,1
680,2024-05-10,Final,Houston Astros,Detroit Tigers,Casey Mize,Framber Valdez,5,2,2394
681,2024-05-10,Final,Chicago Cubs,Pittsburgh Pirates,Jared Jones,Javier Assad,7,2,31
682,2024-05-10,Final,New York Yankees,Tampa Bay Rays,Taj Bradley,Clarke Schmidt,2,0,12
683,2024-05-10,Final,Arizona Diamondbacks,Baltimore Orioles,Cole Irvin,Brandon Pfaadt,2,4,2
684,2024-05-10,Final,Minnesota Twins,Toronto Blue Jays,Yusei Kikuchi,Joe Ryan,3,2,14
685,2024-05-10,Final,Washington Nationals,Boston Red Sox,Tanner Houck,Patrick Corbin,5,1,3
686,2024-05-10,Final,Atlanta Braves,New York Mets,Jose Quintana,Charlie Morton,4,2,3289
687,2024-05-10,Final,Philadelphia Phillies,Miami Marlins,Trevor Rogers,Ranger Suárez,8,2,4169
688,2024-05-10,Final,Cleveland Guardians,Chicago White Sox,Garrett Crochet,Carlos Carrasco,3,6,4
689,2024-05-10,Final,St. Louis Cardinals,Milwaukee Brewers,Robert Gasser,Lance Lynn,2,11,32
690,2024-05-10,Final,Texas Rangers,Colorado Rockies,Austin Gomber,Jon Gray,2,4,19
691,2024-05-10,Final,Kansas City Royals,Los Angeles Angels,Griffin Canning,Alec Marsh,2,1,1
692,2024-05-10,Final,Los Angeles Dodgers,San Diego Padres,Michael King,Tyler Glasnow,1,2,2680
693,2024-05-10,Final,Oakland Athletics,Seattle Mariners,Bryan Woo,Paul Blackburn,1,8,680
694,2024-05-10,Final,Cincinnati Reds,San Francisco Giants,Logan Webb,Andrew Abbott,4,2,2395
695,2024-05-11,Final,Minnesota Twins,Toronto Blue Jays,Kevin Gausman,Simeon Woods Richardson,8,10,14
696,2024-05-11,Final,Arizona Diamondbacks,Baltimore Orioles,John Means,Ryne Nelson,4,5,2
697,2024-05-11,Final,Chicago Cubs,Pittsburgh Pirates,Paul Skenes,Justin Steele,9,10,31
698,2024-05-11,Final,Washington Nationals,Boston Red Sox,Cooper Criswell,Jake Irvin,2,4,3
699,2024-05-11,Final,Atlanta Braves,New York Mets,Christian Scott,Max Fried,4,1,3289
700,2024-05-11,Final,Philadelphia Phillies,Miami Marlins,Jesús Luzardo,Taijuan Walker,8,3,4169
701,2024-05-11,Final,New York Yankees,Tampa Bay Rays,Zack Littell,Nestor Cortes,2,7,12
702,2024-05-11,Final,Houston Astros,Detroit Tigers,Tarik Skubal,Cristian Javier,2,8,2394
703,2024-05-11,Final,Cleveland Guardians,Chicago White Sox,Mike Clevinger,Triston McKenzie,1,3,4
704,2024-05-11,Final,Cincinnati Reds,San Francisco Giants,Mason Black,Nick Lodolo,1,5,2395
705,2024-05-11,Final,St. Louis Cardinals,Milwaukee Brewers,Freddy Peralta,Kyle Gibson,3,5,32
706,2024-05-11,Final,Texas Rangers,Colorado Rockies,Ryan Feltner,Andrew Heaney,3,8,19
707,2024-05-11,Final,Los Angeles Dodgers,San Diego Padres,Matt Waldron,James Paxton,5,0,2680
708,2024-05-11,Final,Kansas City Royals,Los Angeles Angels,Tyler Anderson,Cole Ragans,3,9,1
709,2024-05-11,Final,Oakland Athletics,Seattle Mariners,Bryce Miller,Joey Estes,8,1,680
710,2024-05-12,Final,Arizona Diamondbacks,Baltimore Orioles,Dean Kremer,Zac Gallen,9,2,2
711,2024-05-12,Final,Washington Nationals,Boston Red Sox,Brayan Bello,MacKenzie Gore,2,3,3
712,2024-05-12,Final,Chicago Cubs,Pittsburgh Pirates,Bailey Falter,Kyle Hendricks,5,4,31
713,2024-05-12,Final,Minnesota Twins,Toronto Blue Jays,Alek Manoah,Bailey Ober,5,1,14
714,2024-05-12,Final,Houston Astros,Detroit Tigers,Jack Flaherty,Justin Verlander,9,3,2394
715,2024-05-12,Final,Philadelphia Phillies,Miami Marlins,Braxton Garrett,Zack Wheeler,6,7,4169
716,2024-05-12,Final,New York Yankees,Tampa Bay Rays,Tyler Alexander,Luis Gil,10,6,12
717,2024-05-12,Final,Cleveland Guardians,Chicago White Sox,Michael Soroka,Logan Allen,7,0,4
718,2024-05-12,Final,St. Louis Cardinals,Milwaukee Brewers,Bryse Wilson,Miles Mikolas,4,3,32
719,2024-05-12,Final,Texas Rangers,Colorado Rockies,Ty Blach,José Ureña,1,3,19
720,2024-05-12,Final,Cincinnati Reds,San Francisco Giants,Kyle Harrison,Frankie Montas,5,6,2395
721,2024-05-12,Final,Kansas City Royals,Los Angeles Angels,Patrick Sandoval,Seth Lugo,4,2,1
722,2024-05-12,Final,Los Angeles Dodgers,San Diego Padres,Yu Darvish,Walker Buehler,0,4,2680
723,2024-05-12,Final,Oakland Athletics,Seattle Mariners,Luis Castillo,Alex Wood,4,8,680
724,2024-05-12,Final,Atlanta Braves,New York Mets,Luis Severino,Bryce Elder,3,4,3289
725,2024-05-13,Final,Toronto Blue Jays,Baltimore Orioles,Corbin Burnes,José Berríos,3,2,2
726,2024-05-13,Final,Miami Marlins,Detroit Tigers,Matt Manning,Sixto Sánchez,5,6,2394
727,2024-05-13,Final,Tampa Bay Rays,Boston Red Sox,Kutter Crawford,Zach Eflin,5,3,3
728,2024-05-13,Final,Philadelphia Phillies,New York Mets,Sean Manaea,Cristopher Sánchez,5,4,3289
729,2024-05-13,Final,Chicago Cubs,Atlanta Braves,Reynaldo López,Shota Imanaga,0,2,4705
730,2024-05-13,Final,Pittsburgh Pirates,Milwaukee Brewers,Colin Rea,Mitch Keller,8,6,32
731,2024-05-13,Final,Cleveland Guardians,Texas Rangers,Michael Lorenzen,Tanner Bibee,7,0,5325
732,2024-05-13,Final,Oakland Athletics,Houston Astros,Spencer Arrighetti,Ross Stripling,2,9,2392
733,2024-05-13,Final,St. Louis Cardinals,Los Angeles Angels,José Soriano,Matthew Liberatore,10,5,1
734,2024-05-13,Final,Cincinnati Reds,Arizona Diamondbacks,Jordan Montgomery,Graham Ashcraft,5,6,15
735,2024-05-13,Final,Colorado Rockies,San Diego Padres,Randy Vásquez,Dakota Hudson,5,4,2680
736,2024-05-13,Final,Kansas City Royals,Seattle Mariners,George Kirby,Brady Singer,2,6,680
737,2024-05-13,Final,Los Angeles Dodgers,San Francisco Giants,Jordan Hicks,Yoshinobu Yamamoto,6,4,2395
738,2024-05-13,Postponed,Washington Nationals,Chicago White Sox,Chris Flexen,Trevor Williams,0,0,4
739,2024-05-14,Final,Philadelphia Phillies,New York Mets,José Buttó,Aaron Nola,4,0,3289
740,2024-05-14,Final,Washington Nationals,Chicago White Sox,Chris Flexen,Trevor Williams,6,3,4
741,2024-05-14,Final,Washington Nationals,Chicago White Sox,Erick Fedde,Mitchell Parker,0,4,4
742,2024-05-14,Final,Miami Marlins,Detroit Tigers,Reese Olson,Ryan Weathers,1,0,2394
743,2024-05-14,Final,Tampa Bay Rays,Boston Red Sox,Nick Pivetta,Aaron Civale,4,5,3
744,2024-05-14,Final,Chicago Cubs,Atlanta Braves,Chris Sale,Jameson Taillon,0,7,4705
745,2024-05-14,Final,New York Yankees,Minnesota Twins,Chris Paddack,Carlos Rodón,5,1,3312
746,2024-05-14,Final,Pittsburgh Pirates,Milwaukee Brewers,Joe Ross,Quinn Priester,3,4,32
747,2024-05-14,Final,Cleveland Guardians,Texas Rangers,Jack Leiter,Ben Lively,7,4,5325
748,2024-05-14,Final,Oakland Athletics,Houston Astros,Ronel Blanco,JP Sears,1,2,2392
749,2024-05-14,Final,St. Louis Cardinals,Los Angeles Angels,Reid Detmers,Sonny Gray,7,6,1
750,2024-05-14,Final,Cincinnati Reds,Arizona Diamondbacks,Slade Cecconi,Hunter Greene,6,2,15
751,2024-05-14,Final,Colorado Rockies,San Diego Padres,Dylan Cease,Cal Quantrill,6,3,2680
752,2024-05-14,Final,Kansas City Royals,Seattle Mariners,Logan Gilbert,Michael Wacha,4,2,680
753,2024-05-14,Final,Los Angeles Dodgers,San Francisco Giants,Keaton Winn,Gavin Stone,10,2,2395
754,2024-05-14,Postponed,Toronto Blue Jays,Baltimore Orioles,Kyle Bradish,Chris Bassitt,0,0,2
755,2024-05-15,Final,Toronto Blue Jays,Baltimore Orioles,Kyle Bradish,Yusei Kikuchi,2,3,2
756,2024-05-15,Final,Miami Marlins,Detroit Tigers,Casey Mize,Trevor Rogers,2,0,2394
757,2024-05-15,Final,Pittsburgh Pirates,Milwaukee Brewers,Robert Gasser,Martín Pérez,2,10,32
758,2024-05-15,Final,Washington Nationals,Chicago White Sox,Garrett Crochet,Patrick Corbin,0,2,4
759,2024-05-15,Final,Cincinnati Reds,Arizona Diamondbacks,Brandon Pfaadt,Andrew Abbott,1,2,15
760,2024-05-15,Final,Colorado Rockies,San Diego Padres,Michael King,Austin Gomber,8,0,2680
761,2024-05-15,Final,Kansas City Royals,Seattle Mariners,Bryan Woo,Alec Marsh,2,4,680
762,2024-05-15,Final,New York Mets,Philadelphia Phillies,Ranger Suárez,Joey Lucchesi,5,10,2681
763,2024-05-15,Final,Tampa Bay Rays,Boston Red Sox,Tanner Houck,Taj Bradley,4,3,3
764,2024-05-15,Final,Chicago Cubs,Atlanta Braves,Charlie Morton,Javier Assad,7,1,4705
765,2024-05-15,Final,New York Yankees,Minnesota Twins,Pablo López,Marcus Stroman,4,0,3312
766,2024-05-15,Final,Cleveland Guardians,Texas Rangers,Jon Gray,Carlos Carrasco,0,4,5325
767,2024-05-15,Final,Oakland Athletics,Houston Astros,Framber Valdez,Aaron Brooks,0,3,2392
768,2024-05-15,Final,St. Louis Cardinals,Los Angeles Angels,Griffin Canning,Lance Lynn,2,7,1
769,2024-05-15,Final,Los Angeles Dodgers,San Francisco Giants,Logan Webb,Elieser Hernández,1,4,2395
770,2024-05-16,Final,New York Yankees,Minnesota Twins,Joe Ryan,Clarke Schmidt,5,0,3312
771,2024-05-16,Final,New York Mets,Philadelphia Phillies,Taijuan Walker,Jose Quintana,6,5,2681
772,2024-05-16,Final,Tampa Bay Rays,Boston Red Sox,Cooper Criswell,Zack Littell,7,5,3
773,2024-05-16,Final,Pittsburgh Pirates,Chicago Cubs,Justin Steele,Jared Jones,5,4,17
774,2024-05-16,Final,Oakland Athletics,Houston Astros,Cristian Javier,Joey Estes,1,8,2392
775,2024-05-16,Final,Cincinnati Reds,Los Angeles Dodgers,Tyler Glasnow,Brent Suter,7,2,22
776,2024-05-17,Final,Pittsburgh Pirates,Chicago Cubs,Kyle Hendricks,Paul Skenes,9,3,17
